,abilities,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fighting,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,name,attack,defense,hp,capture_rate,sp_attack,sp_defense,speed,base_total,classification,type1,type2,height_m,weight_kg,percentage_male,generation,is_legendary
460,"['Pressure', 'Pickpocket']",2.0,0.5,1.0,1.0,2.0,4.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.0,2.0,2.0,1.0,Weavile,120,65,70,45,45,85,125,510,Sharp Claw Pokémon,dark,ice,1.1,34.0,50.0,4,0
461,"['Magnet Pull', 'Sturdy', 'Analytic']",0.5,1.0,0.5,0.5,0.5,2.0,2.0,0.25,1.0,0.5,4.0,0.5,0.5,0.0,0.5,0.5,0.25,1.0,Magnezone,70,115,70,30,130,90,60,535,Magnet Area Pokémon,electric,steel,1.2,180.0,genderless,4,0
462,"['Own Tempo', 'Oblivious', 'Cloud Nine']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Lickilicky,85,95,110,30,80,95,50,515,Licking Pokémon,normal,none,1.7,140.0,50.0,4,0
463,"['Lightningrod', 'Solid Rock', 'Reckless']",1.0,1.0,1.0,0.0,1.0,2.0,0.5,0.5,1.0,4.0,2.0,2.0,0.5,0.25,1.0,0.5,2.0,4.0,Rhyperior,140,130,115,30,55,55,40,535,Drill Pokémon,ground,rock,2.4,282.8,50.0,4,0
464,"['Chlorophyll', 'Leaf Guard', 'Regenerator']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,Tangrowth,100,125,100,30,110,50,50,535,Vine Pokémon,grass,none,2.0,128.6,50.0,4,0
465,"['Motor Drive', 'Vital Spirit']",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,Electivire,123,67,75,30,95,85,95,540,Thunderbolt Pokémon,electric,none,1.8,138.6,75.4,4,0
466,"['Flame Body', 'Vital Spirit']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,Magmortar,95,67,75,30,125,95,83,540,Blast Pokémon,fire,none,1.6,68.0,75.4,4,0
467,"['Hustle', 'Serene Grace', 'Super Luck']",0.25,0.5,0.0,2.0,1.0,0.25,1.0,1.0,1.0,0.5,0.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,Togekiss,50,95,85,30,120,115,80,545,Jubilee Pokémon,fairy,flying,1.5,38.0,88.1,4,0
468,"['Speed Boost', 'Tinted Lens', 'Frisk']",0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,Yanmega,76,86,86,30,116,56,95,515,Ogre Darner Pokémon,bug,flying,1.9,51.5,50.0,4,0
469,"['Leaf Guard', 'Chlorophyll']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,Leafeon,110,130,65,45,60,65,95,525,Verdant Pokémon,grass,none,1.0,25.5,88.1,4,0
470,"['Snow Cloak', 'Ice Body']",1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,Glaceon,60,110,65,45,130,95,65,525,Fresh Snow Pokémon,ice,none,0.8,25.9,88.1,4,0
471,"['Hyper Cutter', 'Sand Veil', 'Poison Heal']",0.5,1.0,1.0,0.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0,4.0,1.0,0.5,1.0,1.0,1.0,2.0,Gliscor,95,125,75,30,45,75,95,510,Fang Scorp Pokémon,ground,flying,2.0,42.5,50.0,4,0
472,"['Oblivious', 'Snow Cloak', 'Thick Fat']",1.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,Mamoswine,130,80,110,50,70,60,80,530,Twin Tusk Pokémon,ice,ground,2.5,291.0,50.0,4,0
473,"['Adaptability', 'Download', 'Analytic']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Porygon-Z,80,70,85,30,135,75,90,535,Virtual Pokémon,normal,none,0.9,34.0,genderless,4,0
474,"['Steadfast', 'Justified']",1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,Gallade,165,95,68,45,65,115,110,618,Blade Pokémon,psychic,fighting,1.6,52.0,100.0,4,0
475,"['Sturdy', 'Magnet Pull', 'Sand Force']",0.5,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,1.0,4.0,0.5,0.25,0.0,0.5,0.5,1.0,2.0,Probopass,55,145,60,60,75,150,40,525,Compass Pokémon,rock,steel,1.4,340.0,50.0,4,0
476,"['Pressure', 'Frisk']",0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,Dusknoir,100,135,45,45,65,135,45,525,Gripper Pokémon,ghost,none,2.2,106.6,50.0,4,0
477,"['Snow Cloak', 'Cursed Body']",0.5,2.0,1.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,0.5,0.0,0.5,1.0,2.0,2.0,1.0,Froslass,80,70,70,75,80,70,110,480,Snow Land Pokémon,ice,ghost,1.3,26.6,0.0,4,0
478,['Levitate'],0.5,2.0,1.0,0.5,1.0,0.0,1.0,0.5,2.0,1.0,2.0,1.0,0.0,0.5,1.0,1.0,0.5,1.0,Rotom,65,107,50,45,105,107,86,520,Plasma Pokémon,electric,ghost,0.3,0.3,genderless,4,0
479,['Levitate'],2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,Uxie,75,130,75,3,75,130,95,580,Knowledge Pokémon,psychic,none,0.3,0.3,genderless,4,1
480,['Levitate'],2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,Mesprit,105,105,80,3,105,105,80,580,Emotion Pokémon,psychic,none,0.3,0.3,genderless,4,1
481,['Levitate'],2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,Azelf,125,70,75,3,125,70,115,580,Willpower Pokémon,psychic,none,0.3,0.3,genderless,4,1
482,"['Pressure', 'Telepathy']",0.5,1.0,1.0,0.5,1.0,2.0,1.0,0.5,1.0,0.25,2.0,1.0,0.5,0.0,0.5,0.5,0.5,0.5,Dialga,120,120,100,3,150,100,90,680,Temporal Pokémon,steel,dragon,5.4,683.0,genderless,4,1
483,"['Pressure', 'Telepathy']",1.0,1.0,2.0,1.0,2.0,1.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.25,Palkia,120,100,90,3,150,120,100,680,Spatial Pokémon,water,dragon,4.2,336.0,genderless,4,1
484,"['Flash Fire', 'Flame Body']",0.25,1.0,0.5,1.0,0.25,2.0,1.0,0.5,1.0,0.25,4.0,0.25,0.5,0.0,0.5,1.0,0.25,2.0,Heatran,90,106,91,3,130,106,77,600,Lava Dome Pokémon,fire,steel,1.7,430.0,50.0,4,1
485,['Slow Start'],1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Regigigas,160,110,110,3,80,110,100,670,Colossal Pokémon,normal,none,3.7,420.0,genderless,4,1
486,"['Pressure', 'Telepathy', 'Levitate']",0.5,2.0,2.0,0.5,2.0,0.0,0.5,1.0,2.0,0.5,1.0,2.0,0.0,0.5,1.0,1.0,1.0,0.5,Giratina,120,100,150,3,120,100,90,680,Renegade Pokémon,ghost,dragon,4.5,750.0,genderless,4,1
487,['Levitate'],2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,Cresselia,70,120,120,3,75,130,85,600,Lunar Pokémon,psychic,none,1.5,85.6,0.0,4,1
488,['Hydration'],1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,Phione,80,80,80,30,80,80,80,480,Sea Drifter Pokémon,water,none,0.4,3.1,genderless,4,0
489,['Hydration'],1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,Manaphy,100,100,100,3,100,100,100,600,Seafaring Pokémon,water,none,0.3,1.4,genderless,4,1
490,['Bad Dreams'],2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,Darkrai,90,90,70,3,135,90,125,600,Pitch-Black Pokémon,dark,none,1.5,50.5,genderless,4,1
491,"['Natural Cure', 'Serene Grace']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,Shaymin,103,75,100,45,120,75,127,600,Gratitude Pokémon,grass,grass,0.2,2.1,genderless,4,1
492,['Multitype'],1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Arceus,120,120,120,3,120,120,120,720,Alpha Pokémon,normal,none,3.2,320.0,genderless,4,1
493,['Victory Star'],1.0,2.0,1.0,1.0,0.5,0.5,0.5,1.0,2.0,0.5,2.0,0.5,1.0,1.0,0.5,2.0,0.5,2.0,Victini,100,100,100,3,100,100,100,600,Victory Pokémon,psychic,fire,0.4,4.0,genderless,5,1
494,"['Overgrow', 'Contrary']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,Snivy,45,55,45,45,45,55,63,308,Grass Snake Pokémon,grass,none,0.6,8.1,88.1,5,0
495,"['Overgrow', 'Contrary']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,Servine,60,75,60,45,60,75,83,413,Grass Snake Pokémon,grass,none,0.8,16.0,88.1,5,0
496,"['Overgrow', 'Contrary']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,Serperior,75,95,75,45,75,95,113,528,Regal Pokémon,grass,none,3.3,63.0,88.1,5,0
497,"['Blaze', 'Thick Fat']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,Tepig,63,45,65,45,45,45,45,308,Fire Pig Pokémon,fire,none,0.5,9.9,88.1,5,0
498,"['Blaze', 'Thick Fat']",0.25,0.5,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,0.5,2.0,Pignite,93,55,90,45,70,55,55,418,Fire Pig Pokémon,fire,fighting,1.0,55.5,88.1,5,0
499,"['Blaze', 'Reckless']",0.25,0.5,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,0.5,2.0,Emboar,123,65,110,45,100,65,65,528,Mega Fire Pig Pokémon,fire,fighting,1.6,150.0,88.1,5,0
500,"['Torrent', 'Shell Armor']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,Oshawott,55,45,55,45,63,45,45,308,Sea Otter Pokémon,water,none,0.5,5.9,88.1,5,0
501,"['Torrent', 'Shell Armor']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,Dewott,75,60,75,45,83,60,60,413,Discipline Pokémon,water,none,0.8,24.5,88.1,5,0
502,"['Torrent', 'Shell Armor']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,Samurott,100,85,95,45,108,70,70,528,Formidable Pokémon,water,none,1.5,94.6,88.1,5,0
503,"['Run Away', 'Keen Eye', 'Analytic']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Patrat,55,39,45,255,35,39,42,255,Scout Pokémon,normal,none,0.5,11.6,50.0,5,0
504,"['Illuminate', 'Keen Eye', 'Analytic']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Watchog,85,69,60,255,60,69,77,420,Lookout Pokémon,normal,none,1.1,27.0,50.0,5,0
505,"['Vital Spirit', 'Pickup', 'Run Away']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Lillipup,60,45,45,255,25,45,55,275,Puppy Pokémon,normal,none,0.4,4.1,50.0,5,0
506,"['Intimidate', 'Sand Rush', 'Scrappy']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Herdier,80,65,65,120,35,65,60,370,Loyal Dog Pokémon,normal,none,0.9,14.7,50.0,5,0
507,"['Intimidate', 'Sand Rush', 'Scrappy']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Stoutland,110,90,85,45,45,90,80,500,Big-Hearted Pokémon,normal,none,1.2,61.0,50.0,5,0
508,"['Limber', 'Unburden', 'Prankster']",2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,Purrloin,50,37,41,255,50,37,66,281,Devious Pokémon,dark,none,0.4,10.1,50.0,5,0
509,"['Limber', 'Unburden', 'Prankster']",2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,Liepard,88,50,64,90,88,50,106,446,Cruel Pokémon,dark,none,1.1,37.5,50.0,5,0
510,"['Gluttony', 'Overgrow']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,Pansage,53,48,50,190,53,48,64,316,Grass Monkey Pokémon,grass,none,0.6,10.5,88.1,5,0
511,"['Gluttony', 'Overgrow']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,Simisage,98,63,75,75,98,63,101,498,Thorn Monkey Pokémon,grass,none,1.1,30.5,88.1,5,0
512,"['Gluttony', 'Blaze']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,Pansear,53,48,50,190,53,48,64,316,High Temp Pokémon,fire,none,0.6,11.0,88.1,5,0
513,"['Gluttony', 'Blaze']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,Simisear,98,63,75,75,98,63,101,498,Ember Pokémon,fire,none,1.0,28.0,88.1,5,0
514,"['Gluttony', 'Torrent']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,Panpour,53,48,50,190,53,48,64,316,Spray Pokémon,water,none,0.6,13.5,88.1,5,0
515,"['Gluttony', 'Torrent']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,Simipour,98,63,75,75,98,63,101,498,Geyser Pokémon,water,none,1.0,29.0,88.1,5,0
516,"['Forewarn', 'Synchronize', 'Telepathy']",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,Munna,25,45,76,190,67,55,24,292,Dream Eater Pokémon,psychic,none,0.6,23.3,50.0,5,0
517,"['Forewarn', 'Synchronize', 'Telepathy']",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,Musharna,55,85,116,75,107,95,29,487,Drowsing Pokémon,psychic,none,1.1,60.5,50.0,5,0
518,"['Big Pecks', 'Super Luck', 'Rivalry']",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,Pidove,55,50,50,255,36,30,43,264,Tiny Pigeon Pokémon,normal,flying,0.3,2.1,50.0,5,0
519,"['Big Pecks', 'Super Luck', 'Rivalry']",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,Tranquill,77,62,62,120,50,42,65,358,Wild Pigeon Pokémon,normal,flying,0.6,15.0,50.0,5,0
520,"['Big Pecks', 'Super Luck', 'Rivalry']",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,Unfezant,115,80,80,45,65,55,93,488,Proud Pokémon,normal,flying,1.2,29.0,50.0,5,0
521,"['Lightningrod', 'Motor Drive', 'Sap Sipper']",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,Blitzle,60,32,45,190,50,32,76,295,Electrified Pokémon,electric,none,0.8,29.8,50.0,5,0
522,"['Lightningrod', 'Motor Drive', 'Sap Sipper']",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,Zebstrika,100,63,75,75,80,63,116,497,Thunderbolt Pokémon,electric,none,1.6,79.5,50.0,5,0
523,"['Sturdy', 'Weak Armor', 'Sand Force']",1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,Roggenrola,75,85,55,255,25,25,15,280,Mantle Pokémon,rock,none,0.4,18.0,50.0,5,0
524,"['Sturdy', 'Weak Armor', 'Sand Force']",1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,Boldore,105,105,70,120,50,40,20,390,Ore Pokémon,rock,none,0.9,102.0,50.0,5,0
525,"['Sturdy', 'Sand Stream', 'Sand Force']",1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,Gigalith,135,130,85,45,60,80,25,515,Compressed Pokémon,rock,none,1.7,260.0,50.0,5,0
526,"['Unaware', 'Klutz', 'Simple']",1.0,2.0,1.0,2.0,1.0,0.25,1.0,1.0,2.0,0.5,0.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,Woobat,45,43,65,190,55,43,72,323,Bat Pokémon,psychic,flying,0.4,2.1,50.0,5,0
527,"['Unaware', 'Klutz', 'Simple']",1.0,2.0,1.0,2.0,1.0,0.25,1.0,1.0,2.0,0.5,0.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,Swoobat,57,55,67,45,77,55,114,425,Courting Pokémon,psychic,flying,0.9,10.5,50.0,5,0
528,"['Sand Rush', 'Sand Force', 'Mold Breaker']",1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,Drilbur,85,40,60,120,30,45,68,328,Mole Pokémon,ground,none,0.3,8.5,50.0,5,0
529,"['Sand Rush', 'Sand Force', 'Mold Breaker']",0.5,1.0,0.5,0.0,0.5,2.0,2.0,0.5,1.0,1.0,2.0,1.0,0.5,0.0,0.5,0.25,0.5,2.0,Excadrill,135,60,110,60,50,65,88,508,Subterrene Pokémon,ground,steel,0.7,40.4,50.0,5,0
530,"['Healer', 'Regenerator', 'Klutz']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Audino,60,126,103,255,80,126,50,545,Hearing Pokémon,normal,none,1.1,31.0,50.0,5,0
531,"['Guts', 'Sheer Force', 'Iron Fist']",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,Timburr,80,55,75,180,25,35,35,305,Muscular Pokémon,fighting,none,0.6,12.5,75.4,5,0
532,"['Guts', 'Sheer Force', 'Iron Fist']",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,Gurdurr,105,85,85,90,40,50,40,405,Muscular Pokémon,fighting,none,1.2,40.0,75.4,5,0
533,"['Guts', 'Sheer Force', 'Iron Fist']",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,Conkeldurr,140,95,105,45,55,65,45,505,Muscular Pokémon,fighting,none,1.4,87.0,75.4,5,0
534,"['Swift Swim', 'Hydration', 'Water Absorb']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,Tympole,50,40,50,255,50,40,64,294,Tadpole Pokémon,water,none,0.5,4.5,50.0,5,0
535,"['Swift Swim', 'Hydration', 'Water Absorb']",1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,Palpitoad,65,55,75,120,65,55,69,384,Vibration Pokémon,water,ground,0.8,17.0,50.0,5,0
536,"['Swift Swim', 'Poison Touch', 'Water Absorb']",1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,Seismitoad,95,75,105,45,85,75,74,509,Vibration Pokémon,water,ground,1.5,62.0,50.0,5,0
537,"['Guts', 'Inner Focus', 'Mold Breaker']",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,Throh,100,85,120,45,30,85,45,465,Judo Pokémon,fighting,none,1.3,55.5,100.0,5,0
538,"['Sturdy', 'Inner Focus', 'Mold Breaker']",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,Sawk,125,75,75,45,30,75,85,465,Karate Pokémon,fighting,none,1.4,51.0,100.0,5,0
539,"['Swarm', 'Chlorophyll', 'Overcoat']",2.0,1.0,1.0,0.5,1.0,0.5,4.0,4.0,1.0,0.25,0.25,2.0,1.0,2.0,1.0,2.0,1.0,0.5,Sewaddle,53,70,45,255,40,60,42,310,Sewing Pokémon,bug,grass,0.3,2.5,50.0,5,0
540,"['Leaf Guard', 'Chlorophyll', 'Overcoat']",2.0,1.0,1.0,0.5,1.0,0.5,4.0,4.0,1.0,0.25,0.25,2.0,1.0,2.0,1.0,2.0,1.0,0.5,Swadloon,63,90,55,120,50,80,42,380,Leaf-Wrapped Pokémon,bug,grass,0.5,7.3,50.0,5,0
541,"['Swarm', 'Chlorophyll', 'Overcoat']",2.0,1.0,1.0,0.5,1.0,0.5,4.0,4.0,1.0,0.25,0.25,2.0,1.0,2.0,1.0,2.0,1.0,0.5,Leavanny,103,80,75,45,70,80,92,500,Nurturing Pokémon,bug,grass,1.2,20.5,50.0,5,0
542,"['Poison Point', 'Swarm', 'Speed Boost']",0.5,1.0,1.0,1.0,0.5,0.25,2.0,2.0,1.0,0.25,1.0,1.0,1.0,0.5,2.0,2.0,1.0,1.0,Venipede,45,59,30,255,30,39,57,260,Centipede Pokémon,bug,poison,0.4,5.3,50.0,5,0
543,"['Poison Point', 'Swarm', 'Speed Boost']",0.5,1.0,1.0,1.0,0.5,0.25,2.0,2.0,1.0,0.25,1.0,1.0,1.0,0.5,2.0,2.0,1.0,1.0,Whirlipede,55,99,40,120,40,79,47,360,Curlipede Pokémon,bug,poison,1.2,58.5,50.0,5,0
544,"['Poison Point', 'Swarm', 'Speed Boost']",0.5,1.0,1.0,1.0,0.5,0.25,2.0,2.0,1.0,0.25,1.0,1.0,1.0,0.5,2.0,2.0,1.0,1.0,Scolipede,100,89,60,45,55,69,112,485,Megapede Pokémon,bug,poison,2.5,200.5,50.0,5,0
545,"['Prankster', 'Infiltrator', 'Chlorophyll']",1.0,0.5,0.0,0.5,1.0,0.5,2.0,2.0,1.0,0.5,0.5,2.0,1.0,4.0,1.0,1.0,2.0,0.5,Cottonee,27,60,40,190,37,50,66,280,Cotton Puff Pokémon,grass,fairy,0.3,0.6,50.0,5,0
546,"['Prankster', 'Infiltrator', 'Chlorophyll']",1.0,0.5,0.0,0.5,1.0,0.5,2.0,2.0,1.0,0.5,0.5,2.0,1.0,4.0,1.0,1.0,2.0,0.5,Whimsicott,67,85,60,75,77,75,116,480,Windveiled Pokémon,grass,fairy,0.7,6.6,50.0,5,0
547,"['Chlorophyll', 'Own Tempo', 'Leaf Guard']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,Petilil,35,50,45,190,70,50,30,280,Bulb Pokémon,grass,none,0.5,6.6,0.0,5,0
548,"['Chlorophyll', 'Own Tempo', 'Leaf Guard']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,Lilligant,60,75,70,75,110,75,90,480,Flowering Pokémon,grass,none,1.1,16.3,0.0,5,0
549,"['Reckless', 'Rock Head', 'Adaptability', 'Mold Breaker']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,Basculin,92,65,70,25,80,55,98,460,Hostile Pokémon,water,none,1.0,18.0,50.0,5,0
550,"['Intimidate', 'Moxie', 'Anger Point']",2.0,0.5,1.0,0.0,2.0,2.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,0.5,0.0,0.5,1.0,2.0,Sandile,72,35,50,180,35,35,65,292,Desert Croc Pokémon,ground,dark,0.7,15.2,50.0,5,0
551,"['Intimidate', 'Moxie', 'Anger Point']",2.0,0.5,1.0,0.0,2.0,2.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,0.5,0.0,0.5,1.0,2.0,Krokorok,82,45,60,90,45,45,74,351,Desert Croc Pokémon,ground,dark,1.0,33.4,50.0,5,0
